,0
2998,0
2999,0
3000,0
3001,1
3002,0
3003,1
3004,1
3005,1
3006,0
3007,1
3008,0
3009,1
3010,0
3011,0
3012,0
3013,1
3014,0
3015,1
3016,0
3017,0
3018,0
3019,0
3020,0
3021,1
3022,0
3023,0
3024,0
3025,1
3026,1
3027,0
3028,0
3029,0
3030,0
3031,1
3032,0
3033,1
3034,0
3035,0
3036,1
3037,1
3038,1
3039,1
3040,1
3041,0
3042,1
3043,0
3044,1
3045,1
3046,0
3047,0
3048,0
3049,1
3050,1
3051,0
3052,0
3053,0
3054,1
3055,0
3056,1
3057,1
3058,0
3059,1
3060,1
3061,0
3062,0
3063,1
3064,1
3065,1
3066,1
3067,0
3068,0
3069,0
3070,1
3071,0
3072,1
3073,0
3074,1
3075,0
3076,0
3077,0
3078,0
3079,1
3080,0
3081,0
3082,1
3083,0
3084,0
3085,1
3086,0
3087,1
3088,0
3089,1
3090,0
3091,0
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,1
3100,0
3101,1
3102,0
3103,1
3104,0
3105,0
3106,0
3107,1
3108,0
3109,0
3110,1
3111,0
3112,0
3113,1
3114,0
3115,1
3116,0
3117,1
3118,0
3119,1
3120,0
3121,0
3122,0
3123,0
3124,0
3125,0
3126,1
3127,1
3128,0
3129,0
3130,1
3131,0
3132,0
3133,0
3134,1
3135,0
3136,1
3137,0
3138,1
3139,0
3140,1
3141,0
3142,0
3143,0
3144,0
3145,0
3146,0
3147,0
3148,1
3149,1
3150,0
3151,1
3152,0
3153,0
3154,1
3155,0
3156,0
3157,0
3158,1
3159,0
3160,0
3161,0
3162,1
3163,1
3164,1
3165,1
3166,0
3167,0
3168,0
3169,1
3170,1
3171,0
3172,0
3173,1
3174,0
3175,0
3176,0
3177,0
3178,1
3179,0
3180,1
3181,0
3182,1
3183,1
3184,0
3185,1
3186,1
3187,0
3188,0
3189,1
3190,0
3191,1
3192,0
3193,0
3194,0
3195,1
3196,0
3197,1
3198,1
3199,0
3200,0
3201,1
3202,0
3203,0
3204,0
3205,0
3206,0
3207,1
3208,0
3209,0
3210,1
3211,0
3212,0
3213,1
3214,1
3215,0
3216,0
3217,0
3218,1
3219,0
3220,0
3221,0
3222,1
3223,0
3224,0
3225,0
3226,0
3227,0
3228,0
3229,0
3230,1
3231,0
3232,0
3233,0
3234,0
3235,0
3236,0
3237,1
3238,0
3239,1
3240,1
3241,0
3242,0
3243,0
3244,0
3245,0
3246,1
3247,0
3248,0
3249,0
3250,0
3251,0
3252,0
3253,0
3254,0
3255,1
3256,0
3257,0
3258,1
3259,1
3260,1
3261,1
3262,0
3263,1
3264,0
3265,1
3266,0
3267,1
3268,0
3269,1
3270,0
3271,1
3272,0
3273,0
3274,0
3275,1
3276,0
3277,1
3278,0
3279,1
3280,0
3281,1
3282,0
3283,0
3284,1
3285,0
3286,1
3287,0
3288,0
3289,0
3290,1
3291,1
3292,0
3293,1
3294,0
3295,1
3296,1
3297,0
3298,1
3299,1
3300,0
3301,0
3302,0
3303,1
3304,0
3305,1
3306,1
3307,0
3308,1
3309,0
3310,0
3311,0
3312,1
3313,1
3314,0
3315,0
3316,0
3317,0
3318,1
3319,0
3320,0
3321,0
3322,1
3323,0
3324,0
3325,0
3326,0
3327,1
3328,0
3329,1
3330,0
3331,1
3332,1
3333,1
3334,0
3335,0
3336,0
3337,0
3338,1
3339,1
3340,1
3341,0
3342,0
3343,0
3344,0
3345,0
3346,1
3347,1
3348,0
3349,0
3350,0
3351,0
3352,1
3353,1
3354,1
3355,0
3356,0
3357,0
3358,1
3359,1
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0
3366,1
3367,0
3368,0
3369,0
3370,0
3371,0
3372,0
3373,1
3374,0
3375,0
3376,1
3377,0
3378,0
3379,1
3380,0
3381,0
3382,0
3383,0
3384,0
3385,0
3386,0
3387,1
3388,1
3389,0
3390,0
3391,0
3392,0
3393,1
3394,0
3395,0
3396,0
3397,0
3398,0
3399,0
3400,1
3401,0
3402,0
3403,0
3404,0
3405,0
3406,1
3407,0
3408,0
3409,1
3410,1
3411,0
3412,0
3413,0
3414,0
3415,1
3416,1
3417,1
3418,1
3419,1
3420,0
3421,0
3422,0
3423,0
3424,1
3425,0
3426,0
3427,0
3428,1
3429,1
3430,0
3431,0
3432,0
3433,0
3434,1
3435,1
3436,0
3437,1
3438,0
3439,1
3440,0
3441,0
3442,0
3443,0
3444,0
3445,0
3446,0
3447,0
3448,1
3449,1
3450,0
3451,1
3452,1
3453,0
3454,1
3455,1
3456,1
3457,0
3458,0
3459,0
3460,0
3461,0
3462,0
3463,0
3464,1
3465,1
3466,1
3467,0
3468,0
3469,0
3470,0
3471,0
3472,0
3473,1
3474,0
3475,0
3476,0
3477,1
3478,0
3479,0
3480,1
3481,0
3482,1
3483,1
3484,0
3485,1
3486,0
3487,0
3488,1
3489,0
3490,0
3491,0
3492,1
3493,0
3494,0
3495,1
3496,0
3497,0
3498,0
3499,0
3500,0
3501,0
3502,0
3503,1
3504,1
3505,0
3506,0
3507,1
3508,0
3509,0
3510,0
3511,0
3512,0
3513,0
3514,1
3515,0
3516,0
3517,0
3518,0
3519,1
3520,0
3521,0
3522,0
3523,0
3524,1
3525,1
3526,0
3527,0
3528,1
3529,0
3530,1
3531,0
3532,1
3533,0
3534,0
3535,1
3536,1
3537,0
3538,0
3539,1
3540,1
3541,0
3542,1
3543,0
3544,0
3545,0
3546,0
3547,0
3548,0
3549,0
3550,0
3551,0
3552,1
3553,0
3554,0
3555,0
3556,1
3557,0
3558,1
3559,0
3560,0
3561,0
3562,0
3563,0
3564,0
3565,0
3566,0
3567,0
3568,1
3569,1
3570,1
3571,0
3572,0
3573,1
3574,0
3575,1
3576,0
3577,0
3578,0
3579,1
3580,1
3581,1
3582,1
3583,1
3584,1
3585,0
3586,0
3587,1
3588,1
3589,0
3590,0
3591,0
3592,0
3593,0
3594,0
3595,0
3596,0
3597,0
3598,1
3599,0
3600,0
3601,1
3602,1
3603,0
3604,1
3605,1
3606,0
3607,1
3608,0
3609,0
3610,0
3611,0
3612,1
3613,0
3614,0
3615,1
3616,0
3617,0
3618,1
3619,0
3620,0
3621,1
3622,0
3623,0
3624,1
3625,1
3626,1
3627,0
3628,0
3629,0
3630,0
3631,0
3632,0
3633,0
3634,1
3635,1
3636,0
3637,0
3638,0
3639,1
3640,0
3641,0
3642,1
3643,0
3644,0
3645,0
3646,1
3647,1
3648,0
3649,0
3650,1
3651,0
3652,0
3653,0
3654,0
3655,1
3656,1
3657,0
3658,1
3659,1
3660,0
3661,0
3662,0
3663,0
3664,1
3665,0
3666,0
3667,1
3668,0
3669,1
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,1
3677,0
3678,1
3679,0
3680,1
3681,1
3682,1
3683,1
3684,0
3685,1
3686,0
3687,0
3688,0
3689,0
3690,0
3691,0
3692,1
3693,0
3694,0
3695,0
3696,1
3697,0
3698,0
3699,0
3700,0
3701,1
3702,0
3703,0
3704,0
3705,1
3706,0
3707,1
3708,0
3709,0
3710,0
3711,0
3712,0
3713,0
3714,1
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,1
3724,0
3725,1
3726,0
3727,0
3728,0
3729,1
3730,1
3731,0
3732,1
3733,0
3734,0
3735,0
3736,1
3737,0
3738,0
3739,1
3740,0
3741,0
3742,0
3743,0
3744,1
3745,0
3746,1
3747,1
3748,0
3749,1
3750,1
3751,1
3752,0
3753,0
3754,0
3755,1
3756,0
3757,0
3758,0
3759,0
3760,0
3761,1
3762,0
3763,0
3764,0
3765,0
3766,0
3767,0
3768,1
3769,1
3770,0
3771,0
3772,0
3773,0
3774,1
3775,0
3776,0
3777,1
3778,0
3779,1
3780,0
3781,0
3782,1
3783,0
3784,0
3785,0
3786,1
3787,0
3788,1
3789,1
3790,1
3791,0
3792,0
3793,1
3794,1
3795,0
3796,1
3797,0
3798,0
3799,0
3800,1
3801,1
3802,0
3803,0
3804,0
3805,0
3806,0
3807,1
3808,0
3809,1
3810,1
3811,1
3812,0
3813,0
3814,0
3815,1
3816,0
3817,0
3818,1
3819,0
3820,0
3821,1
3822,0
3823,1
3824,0
3825,0
3826,1
3827,0
3828,1
3829,0
3830,0
3831,0
3832,0
3833,0
3834,1
3835,1
3836,1
3837,1
3838,1
3839,0
3840,1
3841,0
3842,0
3843,0
3844,0
3845,1
3846,0
3847,1
3848,0
3849,0
3850,0
3851,0
3852,1
3853,1
3854,1
3855,1
3856,0
3857,0
3858,1
3859,0
3860,0
3861,0
3862,0
3863,0
3864,1
3865,1
3866,0
3867,1
3868,1
3869,0
3870,0
3871,0
3872,0
3873,1
3874,0
3875,0
3876,1
3877,0
3878,0
3879,1
3880,0
3881,0
3882,0
3883,0
3884,1
3885,1
3886,1
3887,1
3888,1
3889,1
3890,1
3891,1
3892,1
3893,1
3894,1
3895,0
3896,1
3897,0
3898,1
3899,0
3900,0
3901,1
3902,0
3903,0
3904,0
3905,0
3906,1
3907,1
3908,0
3909,1
3910,1
3911,0
3912,0
3913,0
3914,0
3915,1
3916,1
3917,0
3918,0
3919,0
3920,1
3921,1
3922,0
3923,1
3924,0
3925,0
3926,0
3927,0
3928,1
3929,1
3930,0
3931,1
3932,0
3933,1
3934,1
3935,0
3936,0
3937,1
3938,0
3939,0
3940,1
3941,0
3942,0
3943,1
3944,0
3945,1
3946,0
3947,1
3948,0
3949,1
3950,0
3951,0
3952,0
3953,0
3954,1
3955,1
3956,1
3957,0
3958,1
3959,0
3960,0
3961,0
3962,1
3963,0
3964,1
3965,0
3966,1
3967,0
3968,1
3969,0
3970,1
3971,0
3972,0
3973,1
3974,0
3975,0
3976,0
3977,1
3978,0
3979,0
3980,0
3981,0
3982,0
3983,0
3984,0
3985,0
3986,1
3987,0
3988,0
3989,0
3990,0
3991,0
3992,1
3993,0
3994,0
3995,0
3996,0
3997,1
3998,1
3999,0
4000,0
4001,1
4002,1
4003,0
4004,0
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,1
4013,0
4014,0
4015,1
4016,0
4017,1
4018,1
4019,1
4020,0
4021,1
4022,0
4023,0
4024,0
4025,1
4026,0
4027,0
4028,1
4029,1
4030,0
4031,1
4032,0
4033,1
4034,0
4035,1
4036,1
4037,1
4038,1
4039,0
4040,0
4041,0
4042,1
4043,1
4044,1
4045,0
4046,0
4047,1
4048,0
4049,0
4050,1
4051,1
4052,0
4053,1
4054,0
4055,1
4056,1
4057,0
4058,1
4059,1
4060,0
4061,0
4062,1
4063,1
4064,1
4065,0
4066,1
4067,1
4068,0
4069,0
4070,1
4071,1
4072,0
4073,0
4074,0
4075,1
4076,1
4077,1
4078,0
4079,0
4080,1
4081,1
4082,0
4083,0
4084,1
4085,0
4086,0
4087,0
4088,1
4089,1
4090,1
4091,0
4092,0
4093,1
4094,0
4095,0
4096,0
4097,0
4098,1
4099,1
4100,0
4101,1
4102,0
4103,1
4104,0
4105,0
4106,0
4107,0
4108,1
4109,0
4110,0
4111,1
4112,0
4113,0
4114,1
4115,0
4116,0
4117,0
4118,1
4119,1
4120,1
4121,0
4122,0
4123,0
4124,1
4125,0
4126,1
4127,1
4128,1
4129,0
4130,1
4131,0
4132,1
4133,1
4134,0
4135,0
4136,0
4137,1
4138,1
4139,0
4140,0
4141,0
4142,1
4143,0
4144,0
4145,0
4146,0
4147,1
4148,0
4149,1
4150,0
4151,1
4152,0
4153,0
4154,0
4155,1
4156,0
4157,0
4158,0
4159,1
4160,1
4161,1
4162,0
4163,1
4164,1
4165,0
4166,0
4167,0
4168,0
4169,0
4170,0
4171,0
4172,1
4173,0
4174,0
4175,0
4176,0
4177,1
4178,1
4179,0
4180,0
4181,0
4182,1
4183,1
4184,1
4185,1
4186,0
4187,0
4188,0
4189,0
4190,0
4191,0
4192,1
4193,0
4194,0
4195,1
4196,1
4197,1
4198,1
4199,0
4200,1
4201,0
4202,1
4203,1
4204,0
4205,0
4206,0
4207,0
4208,0
4209,1
4210,0
4211,0
4212,0
4213,0
4214,0
4215,1
4216,1
4217,0
4218,0
4219,0
4220,1
4221,0
4222,1
4223,0
4224,0
4225,1
4226,0
4227,0
4228,0
4229,1
4230,1
4231,1
4232,0
4233,0
4234,1
4235,0
4236,1
4237,0
4238,1
4239,1
4240,1
4241,0
4242,1
4243,0
4244,0
4245,0
4246,0
4247,0
4248,0
4249,1
4250,0
4251,0
4252,0
4253,0
4254,0
4255,0
4256,1
4257,0
4258,1
4259,0
4260,0
4261,0
4262,1
4263,0
4264,0
4265,1
4266,1
4267,1
4268,0
4269,1
4270,0
4271,1
4272,0
4273,1
4274,1
4275,1
4276,0
4277,0
4278,0
4279,0
4280,1
4281,0
4282,1
4283,0
4284,1
4285,0
4286,0
4287,0
4288,1
4289,0
4290,0
4291,1
4292,0
4293,0
4294,1
4295,0
4296,1
4297,1
4298,0
4299,1
4300,1
4301,0
4302,0
4303,0
4304,1
4305,0
4306,0
4307,1
4308,0
4309,1
4310,0
4311,1
4312,1
4313,0
4314,0
4315,0
4316,0
4317,0
4318,1
4319,0
4320,1
4321,0
4322,0
4323,0
4324,0
4325,1
4326,0
4327,0
4328,0
4329,1
4330,0
4331,1
4332,1
4333,0
4334,1
4335,1
4336,0
4337,0
4338,1
4339,1
4340,1
4341,0
4342,1
4343,1
4344,1
4345,0
4346,0
4347,1
4348,0
4349,1
4350,1
4351,0
4352,1
4353,0
4354,0
4355,0
4356,0
4357,0
4358,0
4359,1
4360,0
4361,0
4362,0
4363,0
4364,0
4365,0
4366,1
4367,0
4368,1
4369,0
4370,0
4371,0
4372,0
4373,0
4374,0
4375,1
4376,0
4377,1
4378,0
4379,1
4380,0
4381,0
4382,0
4383,0
4384,0
4385,0
4386,0
4387,0
4388,0
4389,1
4390,0
4391,0
4392,0
4393,1
4394,1
4395,1
4396,0
4397,1
4398,0
4399,1
4400,1
4401,1
4402,0
4403,1
4404,0
4405,0
4406,1
4407,1
4408,0
4409,1
4410,1
4411,0
4412,0
4413,0
4414,1
4415,0
4416,0
4417,0
4418,0
4419,0
4420,0
4421,1
4422,1
4423,0
4424,0
4425,0
4426,1
4427,0
4428,0
4429,0
4430,1
4431,0
4432,0
4433,0
4434,0
4435,1
4436,1
4437,0
4438,1
4439,1
4440,0
4441,0
4442,0
4443,1
4444,1
4445,0
4446,0
4447,0
4448,0
4449,0
4450,0
4451,0
4452,1
4453,0
4454,0
4455,0
4456,0
4457,0
4458,1
4459,0
4460,1
4461,0
4462,0
4463,0
4464,0
4465,1
4466,0
4467,1
4468,0
4469,0
4470,0
4471,0
4472,0
4473,1
4474,0
4475,0
4476,0
4477,0
4478,0
4479,0
4480,1
4481,0
4482,0
4483,0
4484,0
4485,0
4486,1
4487,1
4488,1
4489,1
4490,0
4491,1
4492,0
4493,1
4494,0
4495,1
4496,0
4497,1
4498,0
4499,0
4500,0
4501,0
4502,0
4503,1
4504,1
4505,0
4506,1
4507,1
4508,1
4509,0
4510,0
4511,0
4512,0
4513,1
4514,0
4515,0
4516,0
4517,0
4518,0
4519,0
4520,0
4521,0
4522,0
4523,1
4524,0
4525,0
4526,0
4527,0
4528,1
4529,0
4530,1
4531,1
4532,0
4533,1
4534,0
4535,0
4536,0
4537,0
4538,0
4539,1
4540,0
4541,0
4542,0
4543,0
4544,0
4545,0
4546,0
4547,1
4548,0
4549,0
4550,0
4551,1
4552,0
4553,0
4554,1
4555,1
4556,1
4557,0
4558,1
4559,0
4560,1
4561,1
4562,1
4563,1
4564,0
4565,0
4566,0
4567,1
4568,0
4569,0
4570,0
4571,1
4572,0
4573,0
4574,0
4575,1
4576,0
4577,0
4578,0
4579,1
4580,0
4581,0
4582,0
4583,0
4584,1
4585,0
4586,0
4587,0
4588,1
4589,0
4590,0
4591,0
4592,0
4593,0
4594,1
4595,0
4596,0
4597,0
4598,0
4599,0
4600,1
4601,0
4602,0
4603,1
4604,1
4605,0
4606,1
4607,0
4608,0
4609,0
4610,0
4611,0
4612,1
4613,1
4614,0
4615,0
4616,0
4617,0
4618,1
4619,1
4620,0
4621,1
4622,0
4623,1
4624,1
4625,1
4626,0
4627,0
4628,0
4629,1
4630,0
4631,1
4632,1
4633,0
4634,0
4635,1
4636,0
4637,0
4638,0
4639,0
4640,0
4641,1
4642,0
4643,0
4644,0
4645,0
4646,0
4647,1
4648,0
4649,0
4650,0
4651,0
4652,0
4653,0
4654,0
4655,0
4656,0
4657,0
4658,0
4659,1
4660,1
4661,0
4662,0
4663,1
4664,0
4665,1
4666,0
4667,0
4668,0
4669,1
4670,0
4671,0
4672,0
4673,0
4674,0
4675,0
4676,0
4677,0
4678,0
4679,1
4680,0
4681,0
4682,1
4683,1
4684,0
4685,1
4686,0
4687,0
4688,0
4689,1
4690,0
4691,0
4692,1
4693,0
4694,1
4695,0
4696,0
4697,0
4698,0
4699,0
4700,0
4701,0
4702,1
4703,1
4704,0
4705,0
4706,1
4707,1
4708,0
4709,1
4710,1
4711,0
4712,0
4713,1
4714,1
4715,0
4716,1
4717,0
4718,0
4719,1
4720,0
4721,1
4722,1
4723,1
4724,0
4725,1
4726,0
4727,0
4728,1
4729,0
4730,0
4731,1
4732,1
4733,0
4734,1
4735,1
4736,1
4737,0
4738,0
4739,0
4740,0
4741,1
4742,1
4743,0
4744,1
4745,1
4746,0
4747,0
4748,0
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,0
4756,1
4757,0
4758,0
4759,0
4760,1
4761,0
4762,0
4763,0
4764,0
4765,0
4766,0
4767,1
4768,0
4769,0
4770,1
4771,1
4772,0
4773,0
4774,1
4775,0
4776,0
4777,1
4778,1
4779,0
4780,0
4781,0
4782,0
4783,0
4784,1
4785,1
4786,0
4787,0
4788,0
4789,1
4790,1
4791,0
4792,0
4793,0
4794,0
4795,0
4796,0
4797,1
4798,1
4799,0
4800,1
4801,0
4802,1
4803,1
4804,1
4805,1
4806,0
4807,0
4808,0
4809,0
4810,1
4811,0
4812,0
4813,1
4814,1
4815,0
4816,0
4817,1
4818,1
4819,1
4820,0
4821,0
4822,0
4823,1
4824,0
4825,0
4826,0
4827,0
4828,0
4829,0
4830,1
4831,1
4832,0
4833,0
4834,0
4835,0
4836,0
4837,0
4838,1
4839,1
4840,0
4841,0
4842,1
4843,0
4844,1
4845,0
4846,1
4847,0
4848,1
4849,1
4850,1
4851,0
4852,1
4853,0
4854,0
4855,0
4856,0
4857,0
4858,1
4859,0
4860,0
4861,0
4862,0
4863,0
4864,0
4865,0
4866,1
4867,1
4868,0
4869,0
4870,1
4871,1
4872,1
4873,0
4874,1
4875,1
4876,0
4877,1
4878,0
4879,0
4880,1
4881,1
4882,0
4883,0
4884,1
4885,1
4886,0
4887,0
4888,0
4889,1
4890,0
4891,0
4892,0
4893,1
4894,1
4895,1
4896,0
4897,1
4898,1
4899,0
4900,0
4901,1
4902,0
4903,0
4904,1
4905,1
4906,1
4907,0
4908,0
4909,1
4910,1
4911,0
4912,0
4913,0
4914,1
4915,0
4916,1
4917,0
4918,1
4919,0
4920,1
4921,1
4922,0
4923,1
4924,0
4925,1
4926,1
4927,0
4928,0
4929,1
4930,1
4931,0
4932,0
4933,0
4934,1
4935,1
4936,1
4937,1
4938,0
4939,0
4940,1
4941,1
4942,0
4943,0
4944,0
4945,0
4946,1
4947,1
4948,0
4949,1
4950,0
4951,0
4952,1
4953,1
4954,0
4955,0
4956,1
4957,1
4958,1
4959,0
4960,0
4961,0
4962,0
4963,0
4964,1
4965,1
4966,0
4967,0
4968,1
4969,0
4970,0
4971,0
4972,1
4973,0
4974,0
4975,0
4976,1
4977,0
4978,1
4979,1
4980,0
4981,0
4982,1
4983,0
4984,0
4985,1
4986,0
4987,1
4988,0
4989,1
4990,1
4991,0
4992,1
4993,0
4994,1
4995,1
4996,1
4997,1
4998,0
4999,1
5000,0
5001,1
5002,1
5003,1
5004,0
5005,1
5006,1
5007,0
5008,0
5009,0
5010,0
5011,1
5012,1
5013,0
5014,0
5015,1
5016,0
5017,1
5018,1
5019,0
5020,1
5021,0
5022,1
5023,0
5024,1
5025,1
5026,0
5027,0
5028,1
5029,1
5030,1
5031,0
5032,0
5033,1
5034,1
5035,0
5036,0
5037,0
5038,0
5039,1
5040,1
5041,0
5042,0
5043,1
5044,0
5045,1
5046,0
5047,0
5048,0
5049,0
5050,1
5051,0
5052,1
5053,0
5054,1
5055,0
5056,1
5057,1
5058,0
5059,0
5060,0
5061,1
5062,0
5063,0
5064,0
5065,1
5066,0
5067,0
5068,0
5069,0
5070,0
5071,0
5072,0
5073,0
5074,0
5075,1
5076,1
5077,0
5078,0
5079,0
5080,1
5081,0
5082,0
5083,0
5084,0
5085,1
5086,0
5087,1
5088,0
5089,0
5090,1
5091,0
5092,0
5093,0
5094,1
5095,0
5096,0
5097,1
5098,1
5099,0
5100,0
5101,1
5102,1
5103,0
5104,1
5105,0
5106,0
5107,0
5108,1
5109,0
5110,0
5111,0
5112,1
5113,0
5114,0
5115,0
5116,0
5117,0
5118,1
5119,1
5120,0
5121,1
5122,1
5123,1
5124,0
5125,1
5126,0
5127,1
5128,0
5129,1
5130,0
5131,0
5132,0
5133,0
5134,0
5135,0
5136,0
5137,1
5138,0
5139,1
5140,0
5141,1
5142,0
5143,0
5144,0
5145,0
5146,0
5147,1
5148,0
5149,0
5150,0
5151,1
5152,0
5153,0
5154,0
5155,0
5156,0
5157,0
5158,0
5159,1
5160,0
5161,1
5162,0
5163,0
5164,0
5165,0
5166,0
5167,0
5168,0
5169,1
5170,1
5171,1
5172,0
5173,0
5174,0
5175,1
5176,1
5177,0
5178,0
5179,0
5180,1
5181,0
5182,0
5183,1
5184,1
5185,0
5186,0
5187,0
5188,0
5189,0
5190,1
5191,0
5192,0
5193,0
5194,0
5195,0
5196,1
5197,1
5198,1
5199,0
5200,0
5201,0
5202,1
5203,0
5204,0
5205,0
5206,0
5207,1
5208,1
5209,0
5210,0
5211,0
5212,0
5213,0
5214,0
5215,0
5216,1
5217,0
5218,0
5219,0
5220,1
5221,1
5222,0
5223,0
5224,1
5225,0
5226,0
5227,0
5228,0
5229,1
5230,0
5231,1
5232,0
5233,0
5234,0
5235,1
5236,1
5237,0
5238,0
5239,0
5240,1
5241,0
5242,1
5243,0
5244,0
5245,0
5246,1
5247,0
5248,0
5249,1
5250,0
5251,1
5252,0
5253,0
5254,0
5255,0
5256,0
5257,0
5258,1
5259,0
5260,1
5261,0
5262,1
5263,1
5264,0
5265,0
5266,0
5267,0
5268,1
5269,1
5270,0
5271,0
5272,1
5273,0
5274,1
5275,0
5276,0
5277,0
5278,0
5279,0
5280,0
5281,0
5282,0
5283,0
5284,0
5285,0
5286,0
5287,0
5288,1
5289,1
5290,0
5291,1
5292,0
5293,0
5294,0
5295,0
5296,0
5297,0
5298,1
5299,0
5300,0
5301,0
5302,0
5303,0
5304,0
5305,0
5306,0
5307,1
5308,0
5309,1
5310,1
5311,0
5312,0
5313,0
5314,0
5315,0
5316,1
5317,0
5318,1
5319,0
5320,1
5321,1
5322,0
5323,0
5324,0
5325,0
5326,1
5327,1
5328,1
5329,0
5330,1
5331,1
5332,0
5333,0
5334,0
5335,1
5336,1
5337,0
5338,0
5339,0
5340,0
5341,0
5342,1
5343,0
5344,0
5345,0
5346,0
5347,1
5348,0
5349,0
5350,0
5351,1
5352,1
5353,0
5354,1
5355,0
5356,0
5357,0
5358,0
5359,1
5360,0
5361,0
5362,0
5363,0
5364,0
5365,1
5366,0
5367,0
5368,0
5369,1
5370,0
5371,0
5372,0
5373,1
5374,0
5375,0
5376,1
5377,0
5378,1
5379,1
5380,1
5381,1
5382,1
5383,1
5384,0
5385,0
5386,0
5387,1
5388,1
5389,0
5390,1
5391,1
5392,0
5393,0
5394,0
5395,0
5396,0
5397,1
5398,0
5399,0
5400,0
5401,1
5402,1
5403,0
5404,0
5405,1
5406,1
5407,0
5408,1
5409,0
5410,0
5411,1
5412,0
5413,1
5414,0
5415,1
5416,0
5417,1
5418,0
5419,0
5420,0
5421,1
5422,0
5423,0
5424,0
5425,0
5426,0
5427,0
5428,0
5429,1
5430,0
5431,0
5432,0
5433,0
5434,1
5435,1
5436,1
5437,0
5438,1
5439,0
5440,0
5441,1
5442,1
5443,0
5444,0
5445,0
5446,0
5447,0
5448,1
5449,0
5450,0
5451,0
5452,0
5453,1
5454,1
5455,0
5456,0
5457,0
5458,1
5459,0
5460,1
5461,0
5462,0
5463,0
5464,1
5465,1
5466,0
5467,1
5468,0
5469,0
5470,1
5471,1
5472,0
5473,0
5474,0
5475,0
5476,1
5477,0
5478,1
5479,1
5480,1
5481,1
5482,0
5483,1
5484,1
5485,1
5486,0
5487,0
5488,1
5489,1
5490,0
5491,0
5492,0
5493,0
5494,1
5495,0
5496,0
5497,0
5498,0
5499,0
5500,0
5501,0
5502,1
5503,0
5504,0
5505,0
5506,1
5507,0
5508,0
5509,1
5510,0
5511,1
5512,0
5513,0
5514,0
5515,0
5516,0
5517,1
5518,0
5519,0
5520,1
5521,1
5522,0
5523,1
5524,1
5525,0
5526,0
5527,1
5528,0
5529,0
5530,0
5531,0
5532,1
5533,0
5534,0
5535,0
5536,0
5537,1
5538,1
5539,1
5540,1
5541,1
5542,0
5543,0
5544,0
5545,0
5546,0
5547,1
5548,0
5549,0
5550,0
5551,0
5552,0
5553,1
5554,0
5555,0
5556,0
5557,0
5558,0
5559,1
5560,0
5561,0
5562,0
5563,1
5564,0
5565,0
5566,0
5567,0
5568,1
5569,0
5570,0
5571,0
5572,0
5573,0
5574,0
5575,0
5576,0
5577,1
5578,0
5579,0
5580,1
5581,1
5582,0
5583,0
5584,1
5585,0
5586,0
5587,1
5588,0
5589,0
5590,1
5591,1
5592,1
5593,0
5594,1
5595,0
5596,0
5597,0
5598,0
5599,0
5600,0
5601,0
5602,1
5603,1
5604,1
5605,0
5606,0
5607,0
5608,0
5609,1
5610,0
5611,0
5612,0
5613,0
5614,0
5615,0
5616,0
5617,1
5618,1
5619,0
5620,0
5621,0
5622,0
5623,0
5624,1
5625,0
5626,0
5627,1
5628,0
5629,0
5630,1
5631,0
5632,1
5633,0
5634,1
5635,0
5636,0
5637,0
5638,0
5639,0
5640,0
5641,1
5642,0
5643,1
5644,0
5645,0
5646,0
5647,1
5648,0
5649,0
5650,0
5651,0
5652,1
5653,0
5654,0
5655,0
5656,0
5657,0
5658,0
5659,1
5660,0
5661,0
5662,1
5663,0
5664,0
5665,1
5666,1
5667,1
5668,0
5669,1
5670,1
5671,1
5672,0
5673,0
5674,0
5675,0
5676,0
5677,0
5678,0
5679,0
5680,0
5681,1
5682,0
5683,0
5684,0
5685,1
5686,0
5687,0
5688,1
5689,0
5690,0
5691,0
5692,1
5693,1
5694,1
5695,1
5696,0
5697,1
5698,0
5699,0
5700,0
5701,1
5702,1
5703,1
5704,1
5705,1
5706,0
5707,0
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,0
5715,0
5716,0
5717,1
5718,0
5719,0
5720,0
5721,0
5722,0
5723,1
5724,0
5725,0
5726,1
5727,1
5728,0
5729,0
5730,0
5731,0
5732,1
5733,0
5734,1
5735,0
5736,0
5737,0
5738,1
5739,1
5740,0
5741,1
5742,0
5743,0
5744,0
5745,0
5746,1
5747,0
5748,1
5749,1
5750,0
5751,0
5752,0
5753,0
5754,0
5755,0
5756,0
5757,0
5758,1
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,0
5766,0
5767,0
5768,0
5769,0
5770,1
5771,1
5772,0
5773,1
5774,1
5775,0
5776,0
5777,0
5778,0
5779,0
5780,0
5781,0
5782,0
5783,0
5784,1
5785,1
5786,0
5787,0
5788,0
5789,0
5790,1
5791,0
5792,0
5793,0
5794,1
5795,1
5796,0
